                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 2.0223,                 3.1549,                 1.8348,                 0.5868,                0.10345,                0.08936,                0.02957,                 2.1559,                 3.0603,                 1.8961,             0.00032993,             0.00032993,             0.00032993
                      1,                 1.8057,                 2.3096,                 1.6409,                0.69283,                0.16839,                0.14632,                0.05297,                 2.1311,                 2.5497,                 1.8904,             0.00053194,             0.00053194,             0.00053194
